"x","y","s","event","displayName","jerseyNumber","position","team","frameId","gameId","playId","playDirection","framesaftersnap","jaccardradius"
100.25,27.84,0,"None","K.J. Hill",84,"WR","home",14,2020110808,2859,"left",3,1
100.25,27.84,0,"None","K.J. Hill",84,"WR","home",15,2020110808,2859,"left",4,1
100.25,27.84,0.06,"None","K.J. Hill",84,"WR","home",16,2020110808,2859,"left",5,1.06
100.24,27.84,0.12,"None","K.J. Hill",84,"WR","home",17,2020110808,2859,"left",6,1.12
100.22,27.85,0.2,"None","K.J. Hill",84,"WR","home",18,2020110808,2859,"left",7,1.2
100.2,27.85,0.26,"None","K.J. Hill",84,"WR","home",19,2020110808,2859,"left",8,1.26
100.18,27.85,0.25,"None","K.J. Hill",84,"WR","home",20,2020110808,2859,"left",9,1.25
100.16,27.85,0.24,"None","K.J. Hill",84,"WR","home",21,2020110808,2859,"left",10,1.24
100.14,27.87,0.21,"None","K.J. Hill",84,"WR","home",22,2020110808,2859,"left",11,1.21
100.13,27.87,0.16,"None","K.J. Hill",84,"WR","home",23,2020110808,2859,"left",12,1.16
100.13,27.87,0.05,"None","K.J. Hill",84,"WR","home",24,2020110808,2859,"left",13,1.05
100.12,27.88,0.1,"None","K.J. Hill",84,"WR","home",25,2020110808,2859,"left",14,1.1
100.12,27.89,0.1,"None","K.J. Hill",84,"WR","home",26,2020110808,2859,"left",15,1.1
100.12,27.9,0.1,"None","K.J. Hill",84,"WR","home",27,2020110808,2859,"left",16,1.1
100.12,27.9,0.12,"None","K.J. Hill",84,"WR","home",28,2020110808,2859,"left",17,1.12
100.12,27.92,0.24,"None","K.J. Hill",84,"WR","home",29,2020110808,2859,"left",18,1.24
100.12,27.95,0.38,"None","K.J. Hill",84,"WR","home",30,2020110808,2859,"left",19,1.38
100.12,28,0.5,"None","K.J. Hill",84,"WR","home",31,2020110808,2859,"left",20,1.5
100.13,28.06,0.68,"None","K.J. Hill",84,"WR","home",32,2020110808,2859,"left",21,1.68
100.13,28.13,0.8,"None","K.J. Hill",84,"WR","home",33,2020110808,2859,"left",22,1.8
100.13,28.21,0.82,"punt","K.J. Hill",84,"WR","home",34,2020110808,2859,"left",23,1.82
100.14,28.3,0.96,"None","K.J. Hill",84,"WR","home",35,2020110808,2859,"left",24,1.96
100.15,28.42,1.22,"None","K.J. Hill",84,"WR","home",36,2020110808,2859,"left",25,2.22
68.22,28.04,0,"ball_snap","football",NA,NA,"football",11,2020110808,2859,"left",0,1
68.22,28.04,0,"None","football",NA,NA,"football",12,2020110808,2859,"left",1,1
68.22,28.04,0,"None","football",NA,NA,"football",13,2020110808,2859,"left",2,1
66.63,28.09,16.44,"None","football",NA,NA,"football",14,2020110808,2859,"left",3,17.44
64.98,28.12,16.35,"None","football",NA,NA,"football",15,2020110808,2859,"left",4,17.35
63.36,28.14,16.2,"None","football",NA,NA,"football",16,2020110808,2859,"left",5,17.2
61.75,28.17,16,"None","football",NA,NA,"football",17,2020110808,2859,"left",6,17
60.16,28.2,15.73,"None","football",NA,NA,"football",18,2020110808,2859,"left",7,16.73
58.6,28.23,15.42,"None","football",NA,NA,"football",19,2020110808,2859,"left",8,16.42
57.08,28.26,15.06,"None","football",NA,NA,"football",20,2020110808,2859,"left",9,16.06
55.89,28.26,14.77,"None","football",NA,NA,"football",21,2020110808,2859,"left",10,15.77
54.46,28.73,2.6,"None","football",NA,NA,"football",22,2020110808,2859,"left",11,3.6
54.72,28.76,2.44,"None","football",NA,NA,"football",23,2020110808,2859,"left",12,3.44
54.96,28.78,2.3,"None","football",NA,NA,"football",24,2020110808,2859,"left",13,3.3
55.17,28.81,2.14,"None","football",NA,NA,"football",25,2020110808,2859,"left",14,3.14
55.42,28.85,2.42,"None","football",NA,NA,"football",26,2020110808,2859,"left",15,3.42
55.69,28.87,2.59,"None","football",NA,NA,"football",27,2020110808,2859,"left",16,3.59
55.97,28.89,2.74,"None","football",NA,NA,"football",28,2020110808,2859,"left",17,3.74
56.26,28.91,2.83,"None","football",NA,NA,"football",29,2020110808,2859,"left",18,3.83
56.55,28.92,2.84,"None","football",NA,NA,"football",30,2020110808,2859,"left",19,3.84
56.84,28.93,2.79,"None","football",NA,NA,"football",31,2020110808,2859,"left",20,3.79
57.11,28.94,2.72,"None","football",NA,NA,"football",32,2020110808,2859,"left",21,3.72
57.38,28.94,2.64,"None","football",NA,NA,"football",33,2020110808,2859,"left",22,3.64
57.64,28.94,2.55,"punt","football",NA,NA,"football",34,2020110808,2859,"left",23,3.55
57.9,28.92,2.5,"None","football",NA,NA,"football",35,2020110808,2859,"left",24,3.5
59.16,29.11,14.2,"None","football",NA,NA,"football",36,2020110808,2859,"left",25,15.2
